dataset,window_tag,hidden,mode,bin,draw_source,draw,repeat,out_dir,group,survival_steps,survival_fraction,first_n0_present,deepest_n0_present,max_n0_in_run,n_steps_in_run
FD001,W30_step1,10,windows,low,train,0,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_000_n_100_rulmean_13.870_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,30,29,1.0,29,1,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,1,28,0.9655172413793104,29,2,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,2,9,0.3103448275862069,29,21,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,3,19,0.6551724137931034,29,11,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,4,5,0.1724137931034483,29,25,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,5,12,0.41379310344827586,29,18,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,6,7,0.2413793103448276,29,23,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,7,17,0.5862068965517241,29,13,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,8,10,0.3448275862068966,29,20,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,9,14,0.4827586206896552,29,16,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,10,2,0.06896551724137931,29,28,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,11,16,0.5517241379310345,29,14,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,12,4,0.13793103448275862,29,26,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,13,11,0.3793103448275862,29,19,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,14,3,0.10344827586206896,29,27,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,16,13,0.4482758620689655,29,17,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,17,6,0.20689655172413793,29,24,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,18,8,0.27586206896551724,29,22,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,19,1,0.034482758620689655,29,29,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,20,21,0.7241379310344828,29,9,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,21,25,0.8620689655172413,29,5,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,22,18,0.6206896551724138,29,12,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,23,23,0.7931034482758621,29,7,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,24,22,0.7586206896551724,29,8,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,25,24,0.8275862068965517,29,6,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,26,26,0.896551724137931,29,4,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,27,20,0.6896551724137931,29,10,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,28,15,0.5172413793103449,29,15,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,29,29,1.0,29,1,29,29
FD001,W30_step1,10,windows,low,train,1,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_001_n_100_rulmean_14.350_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,30,27,0.9310344827586207,29,3,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,1,21,0.7241379310344828,29,9,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,2,28,0.9655172413793104,29,2,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,3,12,0.41379310344827586,29,18,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,4,11,0.3793103448275862,29,19,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,5,4,0.13793103448275862,29,26,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,6,8,0.27586206896551724,29,22,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,7,15,0.5172413793103449,29,15,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,8,2,0.06896551724137931,29,28,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,9,17,0.5862068965517241,29,13,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,10,1,0.034482758620689655,29,29,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,11,3,0.10344827586206896,29,27,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,12,5,0.1724137931034483,29,25,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,14,6,0.20689655172413793,29,24,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,15,7,0.2413793103448276,29,23,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,16,14,0.4827586206896552,29,16,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,17,13,0.4482758620689655,29,17,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,18,22,0.7586206896551724,29,8,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,19,16,0.5517241379310345,29,14,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,20,18,0.6206896551724138,29,12,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,21,10,0.3448275862068966,29,20,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,22,23,0.7931034482758621,29,7,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,23,20,0.6896551724137931,29,10,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,24,24,0.8275862068965517,29,6,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,25,26,0.896551724137931,29,4,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,26,9,0.3103448275862069,29,21,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,27,27,0.9310344827586207,29,3,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,28,25,0.8620689655172413,29,5,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,29,29,1.0,29,1,29,29
FD001,W30_step1,10,windows,low,train,2,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_002_n_100_rulmean_13.170_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,30,19,0.6551724137931034,29,11,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,1,17,0.5862068965517241,29,13,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,2,12,0.41379310344827586,29,18,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,3,28,0.9655172413793104,29,2,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,4,11,0.3793103448275862,29,19,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,5,14,0.4827586206896552,29,16,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,6,13,0.4482758620689655,29,17,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,7,15,0.5172413793103449,29,15,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,8,1,0.034482758620689655,29,29,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,9,9,0.3103448275862069,29,21,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,10,6,0.20689655172413793,29,24,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,11,3,0.10344827586206896,29,27,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,12,8,0.27586206896551724,29,22,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,13,7,0.2413793103448276,29,23,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,14,5,0.1724137931034483,29,25,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,16,2,0.06896551724137931,29,28,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,17,10,0.3448275862068966,29,20,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,18,22,0.7586206896551724,29,8,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,19,4,0.13793103448275862,29,26,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,20,23,0.7931034482758621,29,7,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,21,20,0.6896551724137931,29,10,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,22,18,0.6206896551724138,29,12,29,29
FD001,W30_step1,10,windows,low,train,3,0,results/time_trust_stability_lowrul/FD001/W30_step1/h10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10/windows__mlp_transfer__capped_slack0.000,23,16,0.5517241379310345,29,14,29,29
